data,estado,nomeCidade,codigo,casos,mortes
2020-11-06,MG,Capitólio,311280,0,3
2020-11-12,BA,Ibipitanga,291250,0,2
2020-08-25,BA,Boa Vista do Tupim,290380,0,0
2020-08-07,BA,Antônio Gonçalves,290180,2,1
2020-06-13,BA,Vereda,293325,0,1
2020-09-19,BA,Itagi,291510,3,4
2020-07-08,BA,Anagé,290120,1,1
2020-08-31,CE,Trairi,231350,2,41
2020-05-18,BA,América Dourada,290115,0,0
2020-08-17,GO,Cumari,520660,0,1
2020-09-10,GO,Cocalzinho de Goiás,520551,9,9
2020-10-01,CE,Caririaçu,230320,2,17
2020-10-14,MG,Delfinópolis,312120,0,1
2020-07-27,MG,Rio Pardo de Minas,315560,0,1
2020-12-08,AM,Benjamin Constant,130060,5,46
2020-07-25,MG,Itaobim,313330,25,1
2020-05-15,CE,Eusébio,230428,25,9
2020-05-05,MG,Cássia,311510,0,0
2020-08-27,GO,Turvelândia,522155,2,4
2020-08-28,CE,Palhano,231000,0,3
2020-10-18,MG,Carmo da Mata,311400,0,2
2020-06-01,BA,Novo Horizonte,292303,0,0
2020-06-08,BA,Ibipeba,291240,0,0
2020-08-23,MG,Barroso,310590,2,0
2020-10-10,MA,Bom Jesus das Selvas,210203,0,12
2020-08-31,BA,Euclides da Cunha,291070,0,6
2020-11-08,MG,Coronel Murta,311950,0,0
2020-06-02,GO,Cabeceiras,520400,0,1
2020-07-02,CE,Alto Santo,230070,1,4
2020-04-03,CE,Jaguaretama,230670,0,0
2020-11-03,GO,Nerópolis,521450,0,24
2020-06-01,MG,Cabo Verde,310950,0,0
2020-11-08,CE,Paramoti,231040,0,3
2020-06-12,MS,Dois Irmãos do Buriti,500348,0,0
2020-10-05,GO,Mambaí,521270,0,0
2020-09-19,BA,Madre de Deus,291992,9,9
2020-08-13,BA,Ruy Barbosa,292720,3,2
2020-10-09,AP,Oiapoque,160050,12,26
2020-05-21,GO,Bonópolis,520357,0,0
2020-09-27,BA,Salvador,292740,53,2687
2020-06-13,GO,Buriti Alegre,520390,0,0
2020-08-18,AP,Calçoene,160020,1,5
2020-10-27,MA,Godofredo Viana,210430,0,3
2020-05-09,BA,Sapeaçu,292960,0,0
2020-07-12,ES,Domingos Martins,320190,1,6
2020-06-21,BA,Jussiape,291860,0,0
2020-10-16,BA,Itajuípe,291550,0,22
2020-07-04,MG,Lajinha,313770,5,0
2020-11-03,GO,São João d'Aliança,522000,0,7
2020-07-25,MG,São Geraldo,316150,0,2
2020-04-13,MA,Paulo Ramos,210810,0,0
2020-10-11,BA,Rio de Contas,292670,0,0
2020-10-13,BA,Cravolândia,290950,0,0
2020-09-13,GO,Campos Verdes,520495,4,1
2020-09-04,MG,Franciscópolis,312675,0,0
2020-07-27,MA,Miranda do Norte,210675,0,5
2020-10-13,MG,Monjolos,314250,0,0
2020-08-25,BA,Feira da Mata,291077,0,0
2020-11-21,BA,Tremedal,293180,0,3
2020-10-19,AM,Manacapuru,130250,12,159
2020-08-02,MG,Nova União,313660,2,0
2020-09-22,GO,Mossâmedes,521390,0,1
2020-05-15,AM,Itamarati,130195,0,0
2020-05-16,MG,Carneirinho,311455,0,0
2020-06-22,MG,Montes Claros,314330,12,3
2020-11-01,AL,Teotônio Vilela,270915,0,35
2020-10-06,AM,Careiro da Várzea,130115,0,4
2020-06-02,GO,Itapirapuã,521100,0,0
2020-08-15,ES,Conceição do Castelo,320170,0,4
2020-06-22,MG,Felício dos Santos,312540,0,0
2020-11-13,MG,Novo Cruzeiro,314530,2,3
2020-07-10,GO,Piranhas,521720,0,0
2020-10-02,GO,Trindade,522140,57,127
2020-04-02,BA,Wagner,293340,0,0
2020-10-04,BA,Andaraí,290130,0,0
2020-07-13,CE,Maranguape,230770,57,102
2020-11-05,MG,Medina,314140,0,5
2020-10-12,CE,Itarema,230655,0,27
2020-07-24,MG,Itambé do Mato Dentro,313280,0,0
2020-11-12,BA,São Francisco do Conde,292920,11,21
2020-04-10,AM,São Gabriel da Cachoeira,130380,0,0
2020-07-26,BA,Ibotirama,291320,12,2
2020-04-27,AM,Silves,130400,0,0
2020-09-04,MA,Central do Maranhão,210312,0,1
2020-08-19,MA,São Bento,211050,0,5
2020-06-24,BA,Sebastião Laranjeiras,293000,0,0
2020-05-30,MG,Braúnas,310880,0,0
2020-04-02,MG,Patrocínio,314810,2,0
2020-06-20,ES,Alfredo Chaves,320030,1,3
2020-10-08,MA,Nova Iorque,210730,0,0
2020-09-29,AL,São Brás,270820,1,0
2020-06-15,AP,Cutias,160021,0,2
2020-05-02,MA,Peri Mirim,210840,0,0
2020-10-11,BA,Muritiba,292230,0,4
2020-04-26,BA,Tucano,293190,0,0
2020-08-01,MG,Ipatinga,313130,118,89
2020-06-08,BA,Apuarema,290195,0,0
2020-05-22,MA,Zé Doca,211400,0,6
2020-11-03,BA,Mulungu do Morro,292205,0,1
2020-08-04,MS,Caracol,500280,0,0
2020-10-15,BA,Muritiba,292230,4,4
2020-09-17,MA,São Roberto,211167,0,2
2020-04-14,GO,Cachoeira de Goiás,520420,0,0
2020-11-26,CE,Capistrano,230290,0,15
2020-11-02,MG,José Raydan,313655,0,0
2020-07-18,BA,Tanque Novo,293105,0,0
2020-07-22,CE,Banabuiú,230185,9,2
2020-05-16,MG,Cantagalo,311205,0,0
2020-11-05,MA,São João do Soter,211107,3,2
2020-07-17,MG,Ibertioga,312940,0,0
2020-06-17,GO,Paranaiguara,521630,1,0
2020-12-08,GO,Amorinópolis,520090,0,1
2020-08-10,GO,Formosa,520800,1,22
2020-08-01,MG,Itaguara,313220,0,0
2020-05-23,GO,Cezarina,520545,0,0
2020-06-25,GO,Campos Verdes,520495,0,0
2020-08-08,BA,Boa Nova,290370,1,2
2020-08-23,GO,Indiara,520995,0,4
2020-04-22,BA,Nova Itarana,292280,0,0
2020-11-20,BA,Retirolândia,292610,0,1
2020-09-22,GO,Santa Rita do Araguaia,521940,0,0
2020-05-28,MG,Andrelândia,310280,0,0
2020-08-18,MG,Casa Grande,311490,0,0
2020-06-25,BA,Aracatu,290200,0,0
2020-07-18,GO,Mutunópolis,521410,0,0
2020-11-10,GO,Serranópolis,522050,10,0
2020-09-11,MA,Sítio Novo,211180,39,5
2020-11-30,CE,Ubajara,231360,1,30
2020-10-09,GO,Abadiânia,520010,-1,12
2020-11-20,BA,Formosa do Rio Preto,291110,3,6
2020-09-10,MG,Itapeva,313360,2,11
2020-06-25,AP,Macapá,160030,19,242
2020-05-31,MG,Belo Horizonte,310620,74,49
2020-11-26,AM,Manicoré,130270,5,36
2020-05-25,GO,Buriti de Goiás,520393,0,0
2020-07-09,ES,Ibatiba,320245,5,6
2020-11-18,AL,Traipu,270920,0,6
2020-07-01,MG,Ouro Fino,314600,1,1
2020-10-21,MG,Inconfidentes,313060,0,6
2020-04-23,GO,Rio Verde,521880,0,1
2020-09-26,MG,Caeté,311000,1,12
2020-07-07,BA,Abaré,290020,1,0
2020-05-31,BA,Santa Maria da Vitória,292810,0,0
2020-05-20,BA,Crisópolis,290960,0,0
2020-12-02,CE,Viçosa do Ceará,231410,0,63
2020-04-12,BA,Formosa do Rio Preto,291110,0,0
2020-07-06,BA,Marcionílio Souza,292080,0,0
2020-09-19,GO,Goiás,520890,0,8
2020-04-04,CE,Cruz,230425,0,0
2020-09-10,CE,Iracema,230600,19,3
2020-07-14,MG,Pedralva,314910,0,0
2020-09-02,CE,Araripe,230130,1,2
2020-06-06,GO,Ipiranga de Goiás,521015,0,0
2020-10-18,BA,João Dourado,291835,5,10
2020-10-12,BA,Lamarão,291910,0,0
2020-04-23,BA,Tremedal,293180,0,0
2020-11-23,BA,Boa Vista do Tupim,290380,0,2
2020-09-12,MG,Arantina,310360,2,1
2020-07-16,MG,Ipanema,313120,5,0
2020-04-02,CE,Potiretama,231123,0,0
2020-08-29,BA,Licínio de Almeida,291940,0,0
2020-09-01,CE,Iracema,230600,5,2
2020-10-29,GO,Anicuns,520130,3,17
2020-08-29,MG,Couto de Magalhães de Minas,312010,0,0
2020-06-07,GO,Ouro Verde de Goiás,521540,0,0
2020-08-25,BA,Piritiba,292480,0,1
2020-07-06,BA,Uauá,293200,1,0
2020-10-10,BA,Conde,290860,6,7
2020-11-11,MA,Santa Quitéria do Maranhão,211010,0,16
2020-11-01,GO,Santa Cruz de Goiás,521920,0,1
2020-05-03,MG,Dores de Campos,312300,0,0
2020-05-23,BA,Laje,291880,0,0
2020-10-06,CE,Irauçuba,230610,19,28
2020-08-07,MA,São Domingos do Maranhão,211070,22,6
2020-04-28,MG,Seritinga,316640,0,0
2020-04-30,MG,Cataguases,311530,0,1
2020-07-01,MG,Novo Cruzeiro,314530,1,1
2020-09-15,AP,Amapá,160010,7,4
2020-10-07,GO,Jussara,521220,3,9
2020-08-03,ES,Bom Jesus do Norte,320110,2,5
2020-10-28,MA,Bacabal,210120,0,59
2020-07-07,MA,Itaipava do Grajaú,210535,0,0
2020-11-29,GO,Mara Rosa,521280,0,9
2020-10-13,MG,Divinésia,312190,0,1
2020-10-29,MA,Morros,210710,0,7
2020-11-01,BA,Nilo Peçanha,292260,0,9
2020-10-02,BA,São Francisco do Conde,292920,7,19
2020-06-30,MG,Cristália,312030,0,0
2020-06-21,GO,Palmelo,521580,0,0
2020-11-22,GO,Simolândia,522068,0,1
2020-07-16,BA,Andaraí,290130,0,0
2020-04-24,MG,Carlos Chagas,311370,0,0
2020-08-11,GO,Bela Vista de Goiás,520330,39,6
2020-07-23,BA,São Felipe,292910,8,1
2020-08-29,BA,Entre Rios,291050,4,3
2020-09-16,CE,Araripe,230130,0,2
2020-12-04,GO,Itaguaru,521060,4,7
2020-11-23,MA,Santana do Maranhão,211023,0,6
2020-10-06,GO,Anápolis,520110,90,284
2020-05-25,BA,Varzedo,293317,0,0
2020-04-27,MA,Presidente Vargas,210930,0,0
2020-06-07,MG,Barão de Cocais,310540,0,0
2020-06-29,BA,Guajeru,291165,0,0
2020-05-25,MA,Presidente Vargas,210930,0,0
2020-12-01,MA,Graça Aranha,210470,0,2
2020-11-02,MG,Madre de Deus de Minas,313910,0,1
2020-06-27,GO,Petrolina de Goiás,521680,0,0
2020-06-09,MA,Turilândia,211245,0,1
2020-04-04,GO,Planaltina,521760,0,0
2020-05-22,CE,Salitre,231195,1,1
2020-04-15,MG,Botelhos,310840,0,0
2020-10-29,GO,Terezópolis de Goiás,522119,0,6
2020-12-03,MA,Sucupira do Riachão,211195,0,1
2020-04-30,BA,Iguaí,291350,0,0
2020-06-28,GO,Damolândia,520680,0,0
2020-08-11,BA,Adustina,290035,1,1
2020-11-21,GO,Jesúpolis,521205,0,3
2020-07-01,CE,Chaval,230390,1,7
2020-05-21,BA,São Félix do Coribe,292905,0,0
2020-08-10,BA,Lençóis,291930,0,0
2020-06-23,BA,Pedro Alexandre,292420,0,0
2020-05-22,MG,Canaã,311170,0,0
2020-09-08,MG,Oliveira Fortes,314570,0,0
2020-05-08,ES,Vila Valério,320517,1,0
2020-05-23,AM,Fonte Boa,130160,0,5
2020-06-25,BA,Maraú,292070,0,2
2020-04-18,MG,Alto Jequitibá,315350,0,0
2020-07-31,BA,Itanhém,291600,1,6
2020-05-25,MG,Cabo Verde,310950,0,0
2020-06-19,BA,Buerarema,290470,8,5
2020-12-08,AP,Vitória do Jari,160080,17,13
2020-06-16,MG,Ilicínea,313050,0,0
2020-04-18,MG,Córrego Novo,312000,0,0
2020-08-27,CE,Jardim,230710,3,6
2020-06-26,MG,Pouso Alto,315260,1,0
2020-09-12,BA,Lajedinho,291900,0,0
2020-04-13,CE,Limoeiro do Norte,230760,1,3
2020-04-25,MG,Alfenas,310160,0,0
2020-11-01,GO,Inhumas,521000,1,55
2020-05-12,BA,Ruy Barbosa,292720,1,0
2020-11-30,CE,Santana do Cariri,231210,0,12
2020-11-04,MA,Bacabeira,210125,0,2
2020-09-05,MG,Tocos do Moji,316905,0,0
2020-08-09,MA,Nova Iorque,210730,0,0
2020-06-20,BA,Araci,290210,16,1
2020-05-31,MA,Sucupira do Riachão,211195,0,0
2020-10-20,MA,São Mateus do Maranhão,211150,4,26
2020-05-26,MA,Buriti,210220,0,0
2020-04-22,CE,Barbalha,230190,0,0
2020-07-29,BA,Canarana,290620,1,1
2020-11-06,MG,Carbonita,311350,0,0
2020-07-06,MS,Caarapó,500240,0,0
2020-09-25,MA,Altamira do Maranhão,210040,0,5
2020-07-12,BA,Cruz das Almas,290980,4,4
2020-05-01,BA,Conde,290860,0,0
2020-10-04,MG,São Tiago,316500,0,2
2020-04-19,GO,Santa Cruz de Goiás,521920,0,0
2020-06-08,BA,Iguaí,291350,0,0
2020-11-06,MA,Bom Jesus das Selvas,210203,0,15
2020-12-03,MG,Serra do Salitre,316680,6,5
2020-11-06,AM,Maués,130290,0,48
2020-09-19,GO,Campinorte,520470,18,7
2020-07-02,GO,Alexânia,520030,2,3
2020-08-01,BA,Tremedal,293180,1,1
2020-09-22,BA,Camaçari,290570,13,109
2020-10-10,BA,Olindina,292310,1,4
2020-11-18,MA,São Francisco do Maranhão,211090,5,7
2020-11-09,AM,Iranduba,130185,8,59
2020-09-30,AM,Tapauá,130410,0,5
2020-07-15,CE,Baixio,230180,1,0
2020-09-22,CE,Catarina,230360,0,4
2020-06-27,BA,Pindaí,292450,4,0
2020-10-12,ES,Baixo Guandu,320080,2,19
2020-04-27,BA,Jaguaripe,291780,0,0
2020-10-21,BA,Santa Maria da Vitória,292810,2,7
2020-05-21,MG,Oliveira,314560,0,0
2020-04-03,MA,Governador Nunes Freire,210467,0,0
2020-06-10,GO,Aparecida do Rio Doce,520145,0,0
2020-11-02,BA,Malhada,292020,0,4
2020-11-15,MA,Matões do Norte,210663,0,1
2020-05-17,AL,Santa Luzia do Norte,270790,0,0
2020-09-29,MG,Comendador Gomes,311690,0,1
2020-04-26,MG,Presidente Kubitschek,315330,0,0
2020-08-31,CE,Santana do Cariri,231210,0,6
2020-09-27,MG,Casa Grande,311490,0,1
2020-10-17,MA,Godofredo Viana,210430,0,3
2020-08-19,GO,Três Ranchos,522130,0,1
2020-12-07,GO,Teresina de Goiás,522108,0,0
2020-05-27,MG,Angelândia,310285,0,0
2020-10-30,GO,Sítio d'Abadia,522070,0,0
2020-08-22,BA,Presidente Dutra,292560,0,0
2020-09-27,MA,Bom Jardim,210200,0,26
2020-07-23,CE,Guaiúba,230495,-1,24
2020-06-17,MG,Chiador,311620,0,0
2020-06-04,AM,Tabatinga,130406,89,60
2020-11-17,BA,Ibicoara,291220,2,1
2020-06-27,MA,Bacabeira,210125,0,1
2020-05-07,BA,Morpará,292160,0,0
2020-09-23,MT,Araputanga,510125,6,7
2020-10-29,BA,Malhada,292020,0,4
2020-06-26,AL,Tanque d'Arca,270900,1,1
2020-11-20,MG,Carandaí,311320,0,3
2020-07-24,MG,Gameleiras,312733,0,0
2020-04-10,GO,Turvelândia,522155,0,0
2020-08-08,MA,Central do Maranhão,210312,0,1
2020-12-06,MA,Pindaré-Mirim,210850,0,17
2020-10-19,BA,Sebastião Laranjeiras,293000,0,1
2020-07-16,MA,Milagres do Maranhão,210667,3,1
2020-04-30,MA,Bom Lugar,210207,0,0
2020-09-01,BA,Cafarnaum,290530,0,0
2020-05-25,MG,Baldim,310500,0,0
2020-08-31,MA,Penalva,210830,0,5
2020-10-14,BA,Teofilândia,293150,1,2
2020-07-16,MG,Diogo de Vasconcelos,312170,0,0
2020-05-15,MA,Maranhãozinho,210637,0,0
2020-09-02,MA,Barra do Corda,210160,46,25
2020-05-13,CE,Forquilha,230435,0,0
2020-11-08,MG,Congonhas do Norte,311810,0,0
2020-05-31,BA,Pedrão,292410,0,0
2020-10-03,MG,Grão Mogol,312780,0,1
2020-07-26,MG,Brasília de Minas,310860,4,0
2020-06-14,AM,Jutaí,130230,15,12
2020-05-26,MG,Águas Vermelhas,310100,4,0
2020-04-29,MG,Itamonte,313300,0,0
2020-08-02,BA,Ibipitanga,291250,0,0
2020-07-18,CE,São Luís do Curu,231260,1,7
2020-05-28,ES,Jerônimo Monteiro,320310,3,0
2020-08-18,MG,São João do Manteninha,316257,-2,0
2020-04-22,BA,São Francisco do Conde,292920,1,0
2020-04-02,AL,Taquarana,270910,0,0
2020-10-31,MA,Codó,210330,0,77
2020-11-14,CE,Ibiapina,230530,1,13
2020-09-23,BA,Miguel Calmon,292120,2,4
2020-10-15,ES,Conceição da Barra,320160,0,19
2020-09-13,BA,São Desidério,292890,0,3
2020-06-11,MA,Água Doce do Maranhão,210015,14,1
2020-09-29,MG,Itinga,313400,0,3
2020-10-22,CE,Paramoti,231040,3,3
2020-04-09,MG,Diogo de Vasconcelos,312170,0,0
2020-04-15,BA,Itaguaçu da Bahia,291535,0,0
2020-08-06,GO,Itauçu,521140,2,3
2020-08-22,BA,Sento Sé,293020,1,4
2020-10-14,BA,Aurelino Leal,290240,1,8
2020-09-09,MG,Botumirim,310850,0,0
2020-05-15,BA,Wenceslau Guimarães,293350,0,0
2020-09-13,AM,Anori,130010,0,11
2020-06-24,CE,Marco,230780,0,8
2020-04-28,BA,Pé de Serra,292405,0,0
2020-05-01,BA,São Miguel das Matas,292940,0,0
2020-05-03,MG,Luz,313880,0,0
2020-10-06,GO,Israelândia,521030,0,1
2020-05-07,CE,Paramoti,231040,2,0
2020-08-27,CE,Porteiras,231110,7,5
2020-08-13,MA,São Félix de Balsas,211080,11,0
2020-10-12,BA,Ouriçangas,292330,0,0
2020-07-12,GO,Nova Iguaçu de Goiás,521487,0,0
2020-09-19,MA,São Benedito do Rio Preto,211040,2,8
2020-07-26,ES,Domingos Martins,320190,10,6
2020-11-14,BA,Casa Nova,290720,9,11
2020-07-11,BA,Floresta Azul,291100,8,1
2020-05-22,AL,Santa Luzia do Norte,270790,0,0
2020-10-10,ES,Governador Lindenberg,320225,0,2
2020-12-07,BA,Ubatã,293230,0,23
2020-11-14,BA,Glória,291140,0,7
2020-10-21,MG,Caparaó,311210,0,3
2020-09-22,MG,Aimorés,310110,0,6
2020-08-25,BA,Antas,290160,0,0
2020-06-28,BA,Luís Eduardo Magalhães,291955,21,1
2020-07-04,MG,Bela Vista de Minas,310600,0,1
2020-09-27,CE,Salitre,231195,-1,7
2020-05-02,GO,Avelinópolis,520280,0,0
2020-05-20,GO,Goiás,520890,0,0
2020-05-10,ES,Mimoso do Sul,320340,0,0
2020-09-29,MG,Francisco Sá,312670,0,2
2020-05-03,MG,Virginópolis,317180,0,0
2020-10-22,MG,Cabeceira Grande,310945,0,2
2020-11-30,MG,Raposos,315390,0,7
2020-08-20,MG,Nova Era,314470,4,1
2020-06-08,MA,Gonçalves Dias,210440,3,0
2020-09-24,MG,Ervália,312400,9,2
2020-09-03,GO,Hidrolina,520980,6,2
2020-08-16,BA,Cardeal da Silva,290700,0,1
2020-10-25,BA,Ilhéus,291360,8,248
2020-12-07,GO,Matrinchã,521295,0,1
2020-08-31,MG,Coração de Jesus,311880,1,0
2020-07-21,MG,Carangola,311330,1,3
2020-09-06,CE,Moraújo,230880,0,8
2020-09-04,GO,Santa Rita do Araguaia,521940,0,0
2020-10-16,MG,Rubim,315660,0,1
2020-10-07,BA,Aracatu,290200,6,1
2020-08-22,ES,Iúna,320300,1,21
2020-09-26,MG,Lavras,313820,3,23
2020-06-13,BA,Esplanada,291060,0,0
2020-08-13,MA,Feira Nova do Maranhão,210407,0,2
2020-07-20,GO,Americano do Brasil,520085,0,1
2020-07-05,MG,São José da Barra,316294,0,0
2020-11-22,AM,Nova Olinda do Norte,130310,0,26
2020-08-10,GO,Edéia,520740,3,3
2020-08-10,MA,Codó,210330,0,19
2020-05-27,AP,Ferreira Gomes,160023,3,2
2020-09-24,MA,Buriti Bravo,210230,0,1
2020-05-08,CE,Jati,230720,0,0
2020-08-09,MG,Maravilhas,313970,0,0
2020-05-14,BA,Antônio Cardoso,290170,0,0
2020-09-25,GO,Aragoiânia,520180,12,4
2020-07-02,MA,Humberto de Campos,210500,0,3
2020-04-17,CE,Chaval,230390,0,0
2020-07-10,BA,Jequié,291800,110,39
2020-08-12,GO,Luziânia,521250,85,48
2020-08-24,MG,Passa Tempo,314770,0,1
2020-07-07,MG,Marilac,314010,0,0
2020-06-24,BA,Belmonte,290340,0,1
2020-04-13,BA,Rio Real,292700,0,0
2020-11-27,GO,Senador Canedo,522045,0,119
2020-09-05,MA,Cururupu,210370,0,7
2020-12-05,MS,Alcinópolis,500025,0,2
2020-08-17,GO,Baliza,520310,0,0
2020-10-20,ES,Iúna,320300,1,23
2020-07-23,MG,Canápolis,311180,1,0
2020-06-18,AL,São José da Laje,270830,12,2
2020-11-17,MG,Orizânia,314587,0,3
2020-03-28,GO,Nova Glória,521486,0,0
2020-06-23,GO,Campos Verdes,520495,0,0
2020-06-06,CE,Jardim,230710,0,1
2020-11-20,AM,Urucará,130430,11,13
2020-08-07,CE,Jaguaruana,230700,16,18
2020-09-11,GO,Cidade Ocidental,520549,5,31
2020-04-10,MG,Cachoeira da Prata,310960,0,0
2020-04-19,CE,Pacujá,230990,0,0
2020-06-13,BA,Iraquara,291440,0,0
2020-11-21,GO,Alto Horizonte,520055,1,2
2020-08-10,BA,Abaíra,290010,0,0
2020-04-06,CE,Miraíma,230837,0,0
2020-08-29,MG,Guapé,312810,1,2
2020-07-13,MG,Catas Altas da Noruega,311540,0,0
2020-06-25,MA,Santa Filomena do Maranhão,210975,0,0
2020-08-31,MG,Dom Bosco,312247,0,2
2020-05-19,GO,Abadiânia,520010,0,0
2020-05-24,MA,Bequimão,210190,5,2
2020-07-29,MG,Paraguaçu,314720,2,0
2020-10-18,CE,Cascavel,230350,3,87
2020-08-30,CE,Guaiúba,230495,1,26
2020-11-27,BA,Santa Rita de Cássia,292840,0,9
2020-08-30,MG,Brasilândia de Minas,310855,14,1
2020-08-13,MG,Rio Pomba,315580,1,1
2020-08-20,BA,Rio de Contas,292670,1,0
2020-05-06,BA,Bom Jesus da Lapa,290390,0,0
2020-06-04,GO,Cumari,520660,0,0
2020-06-27,MG,Capitólio,311280,0,2
2020-07-08,MG,Formoso,312620,1,1
2020-07-04,MG,Brumadinho,310900,14,0
2020-06-15,MG,Ninheira,314465,0,0
2020-10-26,GO,Formosa,520800,-1,66
2020-06-01,MA,Fortaleza dos Nogueiras,210410,0,0
2020-09-07,MG,Frutal,312710,20,31
2020-05-04,MA,Zé Doca,211400,0,1
2020-06-02,GO,Aragoiânia,520180,2,0
2020-10-13,AM,Apuí,130014,1,3
2020-09-14,MG,Senador Firmino,316570,0,2
2020-07-09,BA,Vitória da Conquista,293330,52,22
2020-10-06,GO,Perolândia,521645,0,0
2020-11-16,BA,Ribeira do Pombal,292660,8,25
2020-10-27,ES,Venda Nova do Imigrante,320506,2,11
2020-10-05,BA,Quijingue,292590,0,2
2020-04-27,MG,Itapagipe,313340,0,0
2020-10-24,BA,Bonito,290405,2,2
2020-09-06,MG,Bonito de Minas,310825,0,0
2020-08-02,GO,Campos Verdes,520495,0,0
2020-11-26,MG,Luz,313880,0,6
2020-09-01,GO,Formoso,520810,0,1
2020-06-15,BA,Serrolândia,293060,0,0
2020-11-23,CE,Irauçuba,230610,-1,28
2020-05-27,MA,Pinheiro,210860,0,9
2020-10-14,BA,Inhambupe,291370,5,10
2020-11-26,CE,Paracuru,231020,1,44
2020-08-21,MG,Caldas,311030,1,1
2020-05-20,MG,Icaraí de Minas,313005,0,0
2020-06-02,BA,Itapitanga,291660,3,0
2020-06-30,AL,Taquarana,270910,1,1
2020-04-23,MG,Almenara,310170,0,0
2020-12-05,BA,Gavião,291125,4,0
2020-12-05,MG,Ipiaçu,313140,0,1
2020-08-03,MA,Nina Rodrigues,210720,0,4
2020-12-05,BA,Paratinga,292370,0,4
2020-05-28,BA,Brejolândia,290440,0,0
2020-11-08,MS,Porto Murtinho,500690,2,9
2020-05-20,GO,Formosa,520800,2,0
2020-10-09,GO,Luziânia,521250,11,113
2020-04-12,BA,Umburanas,293245,0,0
2020-10-01,BA,Saúde,292980,0,0
2020-12-03,GO,Rianápolis,521870,0,2
2020-05-04,GO,Morro Agudo de Goiás,521385,0,0
2020-10-29,BA,Itarantim,291680,-1,10
2020-06-14,MG,Materlândia,314060,0,1
2020-05-13,MG,Barra Longa,310570,0,0
2020-07-13,MG,Alto Caparaó,310205,0,0
2020-07-08,BA,Heliópolis,291185,1,0
2020-07-13,MG,Aracitaba,310330,0,0
2020-06-16,BA,Sobradinho,293077,5,4
2020-10-29,AM,Anori,130010,0,11
2020-04-18,CE,Russas,231180,3,0
2020-06-30,CE,Quixelô,231135,12,4
2020-10-15,BA,Mirante,292145,2,2
2020-10-16,MA,Presidente Dutra,210910,0,10
2020-11-15,MG,Malacacheta,313920,0,3
2020-11-26,MA,Belágua,210173,0,1
2020-06-15,GO,Goiás,520890,0,0
2020-03-29,GO,Alexânia,520030,0,0
2020-10-24,MG,Espírito Santo do Dourado,312440,0,4
2020-08-10,MG,Monte Sião,314340,0,3
2020-09-29,MG,Fervedouro,312595,2,1
2020-05-03,MA,Bacabal,210120,1,1
2020-10-28,BA,Santa Bárbara,292750,3,5
2020-04-07,ES,Linhares,320320,0,0
2020-08-24,AM,Beruri,130063,0,9
2020-06-18,ES,Itarana,320290,0,1
2020-04-07,MG,Bonito de Minas,310825,0,0
2020-05-22,GO,Rianápolis,521870,0,0
2020-07-04,BA,Macarani,291970,0,1
2020-06-07,BA,Maragogipe,292060,0,1
2020-08-30,CE,Cascavel,230350,2,84
2020-10-13,GO,Porangatu,521800,1,32
2020-09-09,GO,Uirapuru,522157,0,0
2020-09-05,BA,Campo Alegre de Lourdes,290590,0,2
2020-10-18,BA,Aiquara,290060,0,4
2020-11-07,AM,Canutama,130090,2,4
2020-11-02,CE,Bela Cruz,230230,0,24
2020-04-22,GO,Ipameri,521010,0,0
2020-10-27,BA,Barra,290270,1,6
2020-06-08,BA,Marcionílio Souza,292080,0,0
2020-07-18,CE,Barreira,230195,0,17
2020-11-16,GO,Goiás,520890,-1,17
2020-10-13,BA,Curaçá,290990,0,3
2020-10-15,GO,Santo Antônio do Descoberto,521975,0,32
2020-09-01,CE,Limoeiro do Norte,230760,4,40
2020-04-12,MG,Malacacheta,313920,0,0
2020-11-16,MG,Albertina,310140,0,4
2020-09-27,MG,Divinésia,312190,0,1
2020-06-20,CE,Jardim,230710,2,2
2020-04-05,GO,Matrinchã,521295,0,0
2020-06-19,MG,Cláudio,311660,0,0
2020-08-14,MG,Miraí,314220,0,0
2020-11-08,BA,Retirolândia,292610,0,1
2020-11-24,MG,Augusto de Lima,310480,0,0
2020-10-06,AM,Tapauá,130410,2,5
2020-06-17,MG,Santa Rita de Ibitipoca,315940,0,0
2020-11-20,BA,Planalto,292500,0,7
2020-08-21,BA,Ibotirama,291320,2,5
2020-04-02,AL,São José da Tapera,270840,0,0
2020-05-10,BA,Buerarema,290470,1,3
2020-04-27,GO,Paranaiguara,521630,0,0
2020-09-30,MG,Almenara,310170,0,10
2020-08-24,CE,Morrinhos,230890,0,10
2020-05-22,CE,Ubajara,231360,1,3
2020-11-09,GO,Cristalina,520620,0,30
2020-10-03,BA,Aurelino Leal,290240,0,7
2020-04-19,CE,Pires Ferreira,231095,0,0
2020-07-21,MA,Trizidela do Vale,211223,-2,5
2020-10-22,MG,Perdigão,314970,3,4
2020-04-13,BA,Camacan,290560,0,0
2020-07-31,GO,Buriti Alegre,520390,0,0
2020-07-25,MA,Arame,210095,1,4
2020-10-24,MG,Carmo da Mata,311400,0,2
2020-04-05,CE,Paramoti,231040,0,0
2020-10-06,MG,Diogo de Vasconcelos,312170,0,0
2020-06-16,ES,Vila Velha,320520,182,192
2020-04-04,ES,Fundão,320220,0,0
2020-07-08,GO,Urutaí,522180,0,0
2020-07-15,BA,Cocos,290810,0,0
